1,99674
2,35643
3,35077
4,36035
5,35022
6,36271
7,36602
8,36026
9,72730
10,72112
11,72127
12,72084
13,85029
14,86332
15,85212
16,85034
17,85233
18,85326
19,85262
20,85303
21,85641
22,85745
23,94577
24,92508
25,93610
26,95687
27,90037
28,94585
29,94514
30,95336
31,95632
32,93210
33,95230
34,91362
35,95832
36,93204
37,94610
38,93550
39,90003
40,94806
41,90035
42,92301
43,90723
44,91350
45,93925
46,93268
47,93450
48,93622
49,91436
50,93226
51,92071
52,94014
53,92024
54,91746
55,96080
56,95621
57,95655
58,93532
59,93203
60,92831
61,93022
62,92701
63,95615
64,93277
65,92844
66,91962
67,92075
68,90040
69,94306
70,92604
71,90804
72,92003
73,92410
74,91732
75,92270
76,92672
77,91710
78,95136
79,92102
80,90304
81,93551
82,90710
83,92585
84,95405
85,94542
86,91210
87,91364
88,95112
89,92057
90,92602
91,80236
92,80808
93,80528
94,80926
95,81419
96,80214
97,80241
98,80015
99,80247
100,80305
101,06850
102,06254
103,06477
104,06795
105,06112
106,06455
107,20001
108,19977
109,32808
110,33513
111,33566
112,32725
113,33179
114,32212
115,33418
116,32544
117,33875
118,34221
119,33317
120,33604
121,34974
122,33626
123,32033
124,33015
125,32958
126,32641
127,34120
128,33990
129,32437
130,32211
131,33068
132,34637
133,32817
134,33176
135,33484
136,33773
137,34773
138,33127
139,33194
140,32348
141,33411
142,33126
143,34292
144,32837
145,34788
146,30016
147,30549
148,30041
149,30415
150,30046
151,30814
152,30746
153,31078
154,30035
155,30263
156,31551
157,30127
158,30188
159,30327
160,30296
161,31744
162,30360
163,96792
164,96748
165,52345
166,50320
167,52721
168,51461
169,50056
170,83349
171,83654
172,62074
173,60069
174,60140
175,60654
176,60490
177,60468
178,61730
179,60706
180,61008
181,60803
182,61375
183,61910
184,60139
185,60645
186,62650
187,60628
188,60007
189,60505
190,62888
191,61254
192,60558
193,60629
194,60073
195,60624
196,46555
197,46107
198,46365
199,47240
200,46819
201,46044
202,47220
203,46408
204,46260
205,46065
206,46120
207,47660
208,66111
209,66526
210,67567
211,66064
212,67207
213,40217
214,41030
215,40461
216,40071
217,42408
218,42765
219,41332
220,70763
221,70583
222,71251
223,70448
224,70791
225,70115
226,71429
227,01536
228,02562
229,01082
230,02048
231,02170
232,02718
233,02445
234,01904
235,02145
236,01886
237,01845
238,01027
239,01760
240,20882
241,21779
242,21061
243,21208
244,20852
245,20705
246,21085
247,21206
248,20735
249,21673
250,20720
251,04039
252,04932
253,48653
254,48821
255,49507
256,48455
257,48662
258,48042
259,49241
260,49045
261,49654
262,48457
263,48089
264,48227
265,48187
266,48323
267,48083
268,48103
269,48180
270,49448
271,55415
272,55379
273,55425
274,55037
275,55332
276,56570
277,56357
278,55106
279,55428
280,55963
281,64136
282,64089
283,63121
284,63650
285,65061
286,65714
287,63126
288,64780
289,63304
290,65262
291,39423
292,39040
293,38659
294,39153
295,59645
296,27603
297,28020
298,28027
299,28208
300,27615
301,28105
302,28443
303,28312
304,28716
305,27282
306,27023
307,28677
308,27846
309,27215
310,28387
311,27893
312,27707
313,58486
314,68852
315,68033
316,68117
317,03070
318,03218
319,08701
320,08019
321,07107
322,07026
323,07307
324,07801
325,08889
326,07060
327,08360
328,07205
329,07753
330,07470
331,07666
332,08031
333,08641
334,08619
335,08861
336,88318
337,87832
338,87024
339,89120
340,89521
341,89124
342,89146
343,89001
344,14226
345,11356
346,12786
347,10709
348,11433
349,12590
350,11225
351,13208
352,14608
353,10029
354,13450
355,10002
356,12592
357,11949
358,11377
359,10017
360,10965
361,10461
362,14892
363,10546
364,14532
365,10468
366,11554
367,11003
368,11220
369,13740
370,14040
371,14170
372,11749
373,11735
374,10303
375,12304
376,11416
377,12851
378,10039
379,11223
380,11233
381,43119
382,44138
383,45159
384,45223
385,44087
386,44890
387,44633
388,44509
389,44144
390,45337
391,44094
392,45654
393,43084
394,45069
395,43443
396,44264
397,43211
398,45856
399,45419
400,43054
401,44675
402,74450
403,73118
404,74044
405,73053
406,73051
407,74127
408,97734
409,97348
410,97223
411,97030
412,97214
413,97111
414,97410
415,18661
416,19146
417,17049
418,16249
419,18018
420,15219
421,17810
422,19064
423,19031
424,19465
425,15771
426,16403
427,19120
428,15140
429,18969
430,17505
431,15904
432,18466
433,17201
434,17370
435,19606
436,15071
437,19053
438,17368
439,02904
440,02818
441,29170
442,29434
443,29555
444,29669
445,29609
446,29446
447,29128
448,29706
449,57355
450,38066
451,37211
452,38028
453,37656
454,37772
455,37122
456,37918
457,37373
458,37082
459,37305
460,38321
461,75154
462,77091
463,77094
464,77061
465,75206
466,76013
467,75150
468,78602
469,77484
470,77069
471,75002
472,79532
473,76227
474,79772
475,78159
476,75080
477,75007
478,78003
479,78229
480,76522
481,78537
482,78757
483,75440
484,76636
485,78612
486,75050
487,79906
488,78264
489,76108
490,75110
491,76248
492,79042
493,77573
494,77868
495,76431
496,76537
497,78415
498,77099
499,78361
500,75681
501,77442
502,78217
503,77044
504,77005
505,77713
506,75845
507,84403
508,84653
509,84119
510,84645
511,22304
512,22940
513,23601
514,22042
515,20144
516,20171
517,23237
518,23009
519,22192
520,23702
521,23455
522,23233
523,24105
524,24526
525,24569
526,05674
527,98570
528,98004
529,98257
530,99349
531,98546
532,98087
533,99207
534,98404
535,98294
536,98922
537,98103
538,98649
539,98055
540,53156
541,53951
542,53108
543,54733
544,54302
545,53703
546,53005
547,53206
548,54646
549,54427
550,53049
551,26764
552,25301
553,82604
