01001,01760
01002,01082
01005,01082
01007,01082
01008,01027
01010,01082
01011,01027
01012,01027
01013,01027
01020,01027
01022,01082
01026,01027
01027,01027
01028,01027
01030,01027
01031,01082
01032,01027
01033,01082
01034,01027
01035,01027
01036,01082
01038,01027
01039,01027
01040,01027
01050,01027
01053,01027
01054,01082
01056,01082
01057,01082
01060,01027
01062,01027
01068,01082
01069,01082
01070,01027
01071,01027
01072,01082
01073,01027
01075,01027
01077,01027
01080,01082
01081,01082
01082,01082
01085,01027
01088,01027
01089,01027
01095,01082
01096,01027
01098,01027
01103,01027
01104,01082
01105,01760
01106,01760
01107,01027
01108,01082
01109,01082
01118,01082
01119,01082
01128,01082
01129,01082
01151,01082
01201,01027
01220,01027
01222,01027
01223,01027
01225,01027
01226,01027
01230,01027
01235,01027
01236,01027
01237,01027
01238,01027
01240,01027
01245,01027
01247,01027
01253,01027
01254,01027
01255,01027
01256,01027
01257,01027
01258,01027
01259,01027
01266,01027
01267,01027
01270,01027
01301,01082
01330,01027
01331,01082
01337,01082
01338,01027
01339,01027
01340,01082
01341,01027
01342,01082
01344,01082
01346,01027
01349,01082
01351,01082
01354,01082
01355,01082
01360,01082
01364,01082
01366,01082
01367,01027
01368,01082
01370,01027
01373,01027
01375,01082
01376,01082
01378,01082
01379,01082
01420,01886
01430,01027
01431,01886
01432,01886
01434,01886
01436,01082
01440,01027
01450,01886
01451,01886
01452,01082
01453,01886
01460,01886
01462,01886
01463,01886
01464,01886
01468,01082
01469,01886
01473,01027
01474,01886
01475,01082
01501,01536
01503,01536
01504,01536
01505,01536
01506,01082
01507,01082
01510,01536
01515,01082
01516,01536
01518,01082
01519,01536
01520,01082
01521,01082
01522,01082
01523,01886
01524,01082
01527,01536
01529,01536
01531,01082
01532,01536
01534,01536
01535,01082
01536,01536
01537,01027
01540,01082
01541,01082
01542,01027
01543,01082
01545,01536
01550,01027
01560,01536
01562,01082
01564,01760
01566,01082
01568,01536
01569,01536
01570,01082
01571,01082
01581,01536
01583,01536
01585,01082
01588,01536
01590,01536
01602,01082
01603,01536
01604,01536
01605,01536
01606,01536
01607,01536
01608,01536
01609,01536
01610,01536
01611,01027
01612,01082
01701,01760
01702,01760
01718,01886
01719,01886
01720,01886
01721,01760
01730,01886
01731,01886
01740,01886
01741,01886
01742,01886
01745,01536
01746,01760
01747,01536
01748,01536
01749,01536
01752,01536
01754,01886
01756,01536
01757,01536
01760,01760
01770,01760
01772,01536
01773,01760
01775,01536
01776,01760
01778,01760
01801,01886
01803,01886
01810,01845
01821,01886
01824,01886
01826,01845
01827,01886
01830,01845
01832,01845
01833,01845
01834,01845
01835,01845
01840,01845
01841,01845
01843,01845
01844,01845
01845,01845
01850,01845
01851,01886
01852,01886
01854,01886
01860,01845
01862,02718
01863,01886
01864,01845
01867,01886
01876,01845
01879,01886
01880,01904
01886,01886
01887,01845
01890,02145
01901,01904
01902,01904
01904,01904
01905,01904
01906,01904
01907,01904
01908,01904
01913,01845
01915,01904
01921,01845
01922,01845
01923,01904
01929,01845
01930,01845
01938,01845
01940,01904
01944,01904
01945,01904
01949,01904
01950,01845
01951,01845
01952,01845
01960,01904
01966,01760
01969,01845
01970,01904
01982,01904
01983,01845
01984,01904
01985,01845
02019,01536
02021,02048
02025,02562
02026,02048
02030,01760
02032,02048
02035,02048
02038,02048
02043,02170
02045,02170
02048,02048
02050,02562
02052,01760
02053,01760
02054,01760
02056,02048
02061,02562
02062,02048
02066,01760
02067,02048
02071,02048
02072,02048
02081,02048
02090,01760
02093,02048
02108,02145
02109,02145
02110,02170
02111,02445
02113,02145
02114,02145
02115,02445
02116,02445
02118,02445
02119,02445
02120,02445
02121,02445
02122,02170
02124,02170
02125,02170
02126,02445
02127,02170
02128,02170
02129,02145
02130,02445
02131,02445
02132,02445
02134,02445
02135,02445
02136,02445
02138,02145
02139,02145
02140,02145
02141,02145
02142,02145
02143,02145
02144,02145
02145,02145
02148,01904
02149,02145
02150,02145
02151,01904
02152,02170
02155,02145
02163,02445
02169,02170
02170,02170
02171,02170
02176,01904
02180,02145
02184,02170
02186,02170
02188,02718
02189,02170
02190,02718
02191,02170
02199,02445
02210,02170
02215,02445
02301,02048
02302,02718
02322,02048
02324,02718
02330,02562
02332,02562
02333,02718
02338,02562
02339,02562
02341,02718
02343,02718
02346,02562
02347,02718
02351,02718
02356,02048
02359,01760
02360,02562
02364,02562
02367,02562
02368,02170
02370,02170
02375,02048
02379,02048
02382,02718
02420,01760
02421,01760
02445,02445
02446,02445
02451,01760
02452,01760
02453,01760
02458,02445
02459,02445
02460,01760
02461,01760
02462,01760
02464,01760
02465,01760
02466,01760
02467,02445
02468,01760
02472,02445
02474,02145
02476,02145
02478,02145
02481,01760
02482,01760
02492,01760
02493,01760
02494,01760
02532,02562
02535,02718
02536,02562
02537,02562
02538,02562
02539,02562
02540,02562
02542,02562
02543,02562
02554,02718
02556,02562
02559,02562
02562,02562
02563,02562
02568,02562
02571,02562
02576,02562
02601,02562
02630,02562
02631,02562
02632,02562
02633,02562
02635,02562
02638,02562
02639,02562
02642,02562
02644,02562
02645,02562
02646,02562
02648,02562
02649,02562
02650,02562
02653,02562
02655,02562
02657,02562
02659,02562
02660,02562
02664,02562
02667,02562
02668,02562
02670,02562
02671,02562
02673,02562
02675,02562
02702,02718
02703,02048
02715,02718
02717,02718
02718,02718
02719,02562
02720,02718
02721,02718
02723,02718
02724,02718
02725,02718
02726,02718
02738,02562
02739,02562
02740,02718
02743,02562
02744,02718
02745,02718
02746,02718
02747,02718
02748,02718
02760,02048
02762,02048
02763,02048
02764,02048
02766,02048
02767,02718
02769,02048
02770,02562
02771,02048
02777,02718
02779,02718
02780,02048
02790,02718
02804,02818
02806,02818
02808,02818
02809,02818
02812,02818
02813,02818
02814,02904
02815,02818
02816,02818
02817,02818
02818,02818
02822,02818
02825,02818
02827,02818
02828,02904
02830,02904
02831,02818
02832,02818
02833,02818
02835,02818
02837,02818
02838,02904
02839,02904
02840,02818
02842,02818
02852,02818
02857,02818
02858,02904
02859,02904
02860,02904
02861,02904
02863,02904
02864,02904
02865,02904
02871,02818
02874,02818
02875,02818
02876,02904
02878,02818
02879,02818
02881,02818
02882,02818
02885,02818
02886,02818
02888,02818
02889,02818
02891,02818
02892,02818
02893,02818
02894,02818
02895,02904
02896,02904
02898,02818
02903,02904
02904,02904
02905,02904
02906,02904
02907,02904
02908,02904
02909,02904
02910,02818
02911,02904
02914,02904
02915,02818
02916,02904
02917,02904
02919,02904
02920,02818
02921,02818
03031,03070
03032,03218
03033,03070
03034,03218
03036,03218
03037,03218
03038,03070
03042,03218
03043,03070
03044,03218
03045,03070
03046,03218
03047,03070
03048,03070
03049,03070
03051,03070
03052,03070
03053,03070
03054,03070
03055,03070
03057,03070
03060,03070
03062,03070
03063,03070
03064,03070
03070,03070
03071,03070
03076,03070
03077,03218
03079,03070
03082,03070
03084,03070
03086,03070
03087,03070
03101,03218
03102,03218
03103,03218
03104,03218
03106,03218
03109,03218
03110,03070
03216,03070
03217,03218
03218,03218
03220,03218
03221,03070
03222,03218
03223,03218
03224,03218
03225,03218
03226,03218
03227,03218
03229,03070
03230,03070
03233,03070
03234,03218
03235,03218
03237,03218
03240,03070
03241,03218
03242,03070
03243,03070
03244,03070
03245,03218
03246,03218
03249,03218
